A股	A<s>gu2
正楷	zing3<s>gaai1
正中下懷	zing3<s>zoeng3<s>jaa6<s>waai4
情不自禁	zing4<s>bat2<s>zi6<s>gam3
情調	zing4<s>diu6
情分	zing4<s>fan6
情意繆繆	zing4<s>ji3<s>mau4<s>mau4
情深誼重	zing4<s>sam1<s>nji4<s>zoeng5
節度使	zit2<s>du6<s>sai2
節省	zit2<s>siang2
朝不保夕	ziu1<s>bat2<s>baau2<s>zik6
招供	ziu1<s>goeng1
朝乾夕惕	ziu1<s>gyun4<s>zik6<s>tik2
朝霞	ziu1<s>haa4
招降	ziu1<s>haang4
朝氣	ziu1<s>hi3
朝令夕改	ziu1<s>ling6<s>zik6<s>gaai2
朝露	ziu1<s>lu6
朝三暮四	ziu1<s>slaam1<s>mu6<s>sli3
朝思暮想	ziu1<s>sli1<s>mu6<s>sliang2
朝秦暮楚	ziu1<s>zan4<s>mu6<s>cu2
朝夕	ziu1<s>zik6
照相	ziu3<s>sliang3
朝拜	ziu4<s>baai3
朝代	ziu4<s>daai6
朝頂	ziu4<s>ding2
朝廷	ziu4<s>ding4
朝綱	ziu4<s>gaang1
朝覲	ziu4<s>gan6
朝貢	ziu4<s>goeng3
朝野	ziu4<s>je5
朝陽廣場	ziu4<s>jiang4<s>gung2<s>ziang4
朝陽區	ziu4<s>jiang4<s>kyu1
朝山	ziu4<s>saan1
朝聖	ziu4<s>sing3
朝鮮	ziu4<s>slyun2
朝天	ziu4<s>tin1
朝前	ziu4<s>zin4
朝政	ziu4<s>zing3
左鄰右舍	zo2<s>lan4<s>jau6<s>si3
阻難	zo2<s>naan6
阻塞	zo2<s>slak2
左轉	zo2<s>zyun2
鋤大地	zo4<s>daai6<s>di6
助興	zo6<s>hing3
竹膜	zoek2<s>moek5<s>
中飽私囊	zoeng1<s>baau2<s>sli1<s>naang4
中表	zoeng1<s>biu2
中波	zoeng1<s>bo1
中秋	zoeng1<s>cau1
中檔	zoeng1<s>daang3
中堂	zoeng1<s>daang4
中道	zoeng1<s>daau6
中斷	zoeng1<s>dun5
中鋒	zoeng1<s>foeng1
中介	zoeng1<s>gaai3
中間	zoeng1<s>gaan1
中校	zoeng1<s>gaau3
中古	zoeng1<s>gu2
縱貫	zoeng1<s>gun3
中堅	zoeng1<s>gyun1
中興	zoeng1<s>hing1
中和	zoeng1<s>ho4
中入調	zoeng1<s>jap5<s>diu6
中游	zoeng1<s>jau4
中央	zoeng1<s>jiang1
中葉	zoeng1<s>jip5
中原	zoeng1<s>jyun4
中褸	zoeng1<s>lau1
中流	zoeng1<s>lau4
中流砥柱	zoeng1<s>lau4<s>dai2<s>zyu5
中流擊楫	zoeng1<s>lau4<s>kik2<s>zip2
縱深	zoeng1<s>sam1
中世紀	zoeng1<s>si3<s>gi2
中心	zoeng1<s>slam1
中旬	zoeng1<s>slan4
中性	zoeng1<s>sling3
中衰	zoeng1<s>sui1
中樞	zoeng1<s>syu1
中書省	zoeng1<s>syu1<s>siang2
中天	zoeng1<s>tin1
中土	zoeng1<s>tu2
中華	zoeng1<s>waa4
中允	zoeng1<s>wan5
縱橫	zoeng1<s>wiang4
縱橫捭闔	zoeng1<s>wiang4<s>baai2<s>haap6
縱橫交錯	zoeng1<s>wiang4<s>gaau1<s>co3
縱橫馳騁	zoeng1<s>wiang4<s>zi4<s>cing2
中層	zoeng1<s>zang4
中州	zoeng1<s>zau1
中將	zoeng1<s>ziang3
縱軸	zoeng1<s>zoek6
中輟	zoeng1<s>zyut2
種羣	zoeng2<s>gwan4
種類	zoeng2<s>lui6
總務處	zoeng2<s>mu6<s>cyu3
種姓	zoeng2<s>sling3
種屬	zoeng2<s>soek6
種子	zoeng2<s>zi2
種子選手	zoeng2<s>zi2<s>slyun2<s>sau2
種族	zoeng2<s>zoek6
種族主義	zoeng2<s>zoek6<s>zyu2<s>nji6
種種	zoeng2<s>zoeng2
種因	zoeng3<s>an1
中標	zoeng3<s>biu1
縱波	zoeng3<s>bo1
縱步	zoeng3<s>bu6
中彩	zoeng3<s>caai2
縱談	zoeng3<s>daam4
種豆得豆	zoeng3<s>dau6<s>dak2<s>dau6
中的	zoeng3<s>dik2
種田	zoeng3<s>din4
中毒	zoeng3<s>doek6
中風	zoeng3<s>foeng1
中計	zoeng3<s>gi3
中鵠	zoeng3<s>goek2
縱觀	zoeng3<s>gun1
種瓜得瓜	zoeng3<s>gwaa1<s>dak2<s>gwaa1
中肯	zoeng3<s>hang2
眾口難調	zoeng3<s>hau2<s>naan4<s>diu4
衆口難調	zoeng3<s>hau2<s>naan4<s>diu4
縱火	zoeng3<s>hu2
縱虎歸山	zoeng3<s>hu2<s>gwai1<s>saan1
縱有	zoeng3<s>jau5
縱容	zoeng3<s>joeng4
縱然	zoeng3<s>jyun4
種卡介苗	zoeng3<s>kaa1<s>gaai3<s>miu4
縱覽	zoeng3<s>laam5
縱論	zoeng3<s>lan6
中理	zoeng3<s>li5
縱令	zoeng3<s>ling6
縱目	zoeng3<s>moek5
種牛痘	zoeng3<s>njau4<s>dau6
縱言	zoeng3<s>njyun4
縱使	zoeng3<s>sai2
縱身	zoeng3<s>san1
縱身一跳	zoeng3<s>san1<s>at2<s>tiu3
中傷	zoeng3<s>siang1
中邪	zoeng3<s>sle4
中選	zoeng3<s>slyun2
種水稻	zoeng3<s>sui2<s>daau6
中暑	zoeng3<s>syu2
中狀元	zoeng3<s>zaang6<s>jyun4
縱酒	zoeng3<s>zau2
中獎	zoeng3<s>ziang2
種植	zoeng3<s>zik6
縱情	zoeng3<s>zing4
縱情歌唱	zoeng3<s>zing4<s>go1<s>ciang3
重操舊業	zoeng4<s>caau1<s>gau6<s>nip5
重唱	zoeng4<s>ciang3
重沓	zoeng4<s>daap6
重蹈覆轍	zoeng4<s>daau6<s>foek2<s>zit2
重疊	zoeng4<s>dip6
重複	zoeng4<s>foek2
重九	zoeng4<s>gau2
重九節	zoeng4<s>gau2<s>zit2
重見天日	zoeng4<s>gin3<s>tin1<s>njat5
重洋	zoeng4<s>jiang4
重陽	zoeng4<s>jiang4
重演	zoeng4<s>jim2
重言	zoeng4<s>njyun4
重申	zoeng4<s>san1
重新	zoeng4<s>slan1
重修舊好	zoeng4<s>slau1<s>gau6<s>haau2
重圍	zoeng4<s>wai4
重婚	zoeng4<s>wan1
松筠	zoeng4<s>wan4
重整旗鼓	zoeng4<s>zing2<s>gi4<s>gu2
重重疊疊	zoeng4<s>zoeng4<s>dip6<s>dip6
重創	zoeng5<s>caang3
重大	zoeng5<s>daai6
重擔	zoeng5<s>daam3
重頭戲	zoeng5<s>dau4<s>hi3
重點	zoeng5<s>dem2
重地	zoeng5<s>di6
重讀	zoeng5<s>doek6
重罰	zoeng5<s>faat6
重罰不用	zoeng5<s>faat6<s>bat2<s>joeng6
重負	zoeng5<s>fu6
重金	zoeng5<s>gam1
重金聘用	zoeng5<s>gam1<s>ping3<s>joeng6
重金屬	zoeng5<s>gam1<s>soek6
重工業	zoeng5<s>goeng1<s>nip5
重荷	zoeng5<s>ho6
重要	zoeng5<s>jiu3
重用	zoeng5<s>joeng6
重溜	zoeng5<s>lau6
重量	zoeng5<s>liang6
重力	zoeng5<s>lik5
重男輕女	zoeng5<s>naam4<s>hing1<s>nyu5
重任	zoeng5<s>njam6
重視	zoeng5<s>si6
重傷	zoeng5<s>siang1
重心	zoeng5<s>slam1
重聽	zoeng5<s>ting1
重載	zoeng5<s>zaai3
重鎮	zoeng5<s>zan3
重臣	zoeng5<s>zan4
鑽冰求酥	zon1<s>bing1<s>gau4<s>slu1
鑽空子	zon1<s>hoeng1<s>zi2
鑽入	zon1<s>jap5
鑽木取火	zon1<s>moek5<s>cyu2<s>hu2
鑽仰	zon1<s>ngiang5
鑽牛角尖	zon1<s>njau4<s>gaak2<s>zim1
鑽研	zon1<s>njyun4
鑽探	zon1<s>taam3
鑽營	zon1<s>wing4
鑽進	zon1<s>zan3
鑽頭	zon3<s>dau4
鑽戒	zon3<s>gaai3
鑽孔	zon3<s>koeng2
鑽石	zon3<s>sik6
鑽子	zon3<s>zi2
存檔	zon4<s>daang2
坐北朝南	zu5<s>bak2<s>ziu4<s>naam4
坐騎	zu5<s>gi6
坐禪	zu5<s>sim4
追悔靡及	zui1<s>hui2<s>mi5<s>gap6
追雲驃	zui1<s>wan4<s>biu1
隨便	zui4<s>bin6
隨風而靡	zui4<s>foeng1<s>ji4<s>mi5
罪惡	zui6<s>aak2
罪行	zui6<s>hiang4
罪行累累	zui6<s>hiang4<s>lui5<s>lui5
罪有應得	zui6<s>jau5<s>ing1<s>dak2
罪莫大焉	zui6<s>moek5<s>daai6<s>jin4
捉弄	zuk2<s>loeng6
捉迷藏	zuk2<s>mai4<s>zaang4
琢磨	zuk2<s>mu4
尊長	zun1<s>ziang2
幢幡	zung4<s>faan1
幢蓋	zung4<s>gaai3
幢麾	zung4<s>wai1
幢節	zung4<s>zit2
幢幢	zung4<s>zung4
撞匙	zung6<s>si4
豬竇	zyu1<s>dau3
豬圈	zyu1<s>gyun6
豬舍	zyu1<s>se3
沮水	zyu1<s>sui2
沮誦	zyu1<s>zoeng6
沮其成行	zyu2<s>gi4<s>sing4<s>hiang4
沮喪	zyu2<s>slaang3
沮洳	zyu3<s>jyu6
沮洳場	zyu3<s>jyu6<s>ziang4
蛀蝕	zyu3<s>sik6
注疏	zyu3<s>su3
註疏	zyu3<s>su3
沮澤	zyu3<s>ziak6
儲藏	zyu4<s>zaang4
住處	zyu6<s>cyu3
住宿	zyu6<s>sloek2
專差	zyun1<s>caai1
轉敗爲勝	zyun2<s>baai6<s>wai4<s>sing3
轉變	zyun2<s>bin3
轉播	zyun2<s>bo3
轉達	zyun2<s>daat6
轉文	zyun2<s>fan4
轉嫁	zyun2<s>gaa3
轉角	zyun2<s>gaak2
轉交	zyun2<s>gaau1
轉告	zyun2<s>gaau3
轉機	zyun2<s>gi1
轉學	zyun2<s>haak6
轉口	zyun2<s>hau2
轉向	zyun2<s>hiang3
轉型	zyun2<s>hing4
轉移	zyun2<s>ji4
轉捩點	zyun2<s>lyut5<s>dem2
轉讓	zyun2<s>ngiang6
轉念	zyun2<s>nim6
轉眼	zyun2<s>njaan5
轉瞬	zyun2<s>san3
轉手	zyun2<s>sau2
轉世	zyun2<s>si3
轉述	zyun2<s>slat6
轉送	zyun2<s>sloeng3
轉託	zyun2<s>taak2
轉化	zyun2<s>waa3
轉危爲安	zyun2<s>wai4<s>wai4<s>aan1
轉換	zyun2<s>wan6
轉運	zyun2<s>wan6
轉載	zyun2<s>zaai3
轉側	zyun2<s>zak2
轉戰	zyun2<s>zin3
轉正	zyun2<s>zing3
轉注	zyun2<s>zyu3
轉折	zyun2<s>zyut2
轉折點	zyun2<s>zyut2<s>dem2
轉一轉	zyun3<s>at2<s>zyun3
轉盤	zyun3<s>bun4
轉臺	zyun3<s>daai4
轉得快	zyun3<s>dak2<s>waai3
轉動	zyun3<s>doeng6
轉圈	zyun3<s>hyun1
轉悠	zyun3<s>jau4
轉圓圈	zyun3<s>jyun4<s>hyun1
轉爐	zyun3<s>lu4
轉螺絲	zyun3<s>lu4<s>sli1
轉身	zyun3<s>san1
轉彎	zyun3<s>waan1
轉彎抹角	zyun3<s>waan1<s>mut5<s>gaak2
轉子	zyun3<s>zi2
轉軸	zyun3<s>zoek6
傳播	zyun4<s>bo3
傳出	zyun4<s>cat2
傳唱	zyun4<s>ciang3
傳單	zyun4<s>daan1
傳達	zyun4<s>daat6
傳導	zyun4<s>daau6
傳遞	zyun4<s>dai6
傳電	zyun4<s>din6
傳動	zyun4<s>doeng6
傳家	zyun4<s>gaa1
傳教	zyun4<s>gaau3
傳呼	zyun4<s>hu1
傳下來	zyun4<s>jaa6<s>laai4
傳來	zyun4<s>laai4
傳令	zyun4<s>ling6
傳媒	zyun4<s>mui4
傳人	zyun4<s>njan4
傳染	zyun4<s>njim5
傳熱	zyun4<s>njit5
傳言	zyun4<s>njyun4
傳票	zyun4<s>piu3
傳神	zyun4<s>san4
傳授	zyun4<s>sau6
傳世	zyun4<s>si3
傳聲	zyun4<s>sing1
傳承	zyun4<s>sing4
傳信	zyun4<s>slan3
傳訊	zyun4<s>slan3
傳銷	zyun4<s>sliu1
傳送	zyun4<s>sloeng3
傳說	zyun4<s>syut2
傳統	zyun4<s>toeng2
傳話	zyun4<s>waa6
傳回	zyun4<s>wai4
傳真	zyun4<s>zan1
全長	zyun4<s>ziang4
傳情	zyun4<s>zing4
傳宗接代	zyun4<s>zoeng1<s>zip2<s>daai6
傳誦	zyun4<s>zoeng6
傳頌	zyun4<s>zoeng6
傳記	zyun6<s>gi3
傳詰	zyun6<s>kit2
傳略	zyun6<s>liak5
折磨	zyut2<s>mu4
絕處逢生	zyut6<s>cyu3<s>foeng4<s>siang1
絕種	zyut6<s>zoeng2
α粒子	α<s>nap3<s>zi2
α射線	α<s>se6<s>slin3
β粒子	β<s>nap3<s>zi2
β射線	β<s>se6<s>slin3
γ刀	γ<s>daau1
γ射線	γ<s>se6<s>slin3
