A股	A<s>gu2
腳盆	goek3<s>pun4
腳肚	goek3<s>tu5
腳㬹	goek3<s>zaang1
腳踭	goek3<s>zaang1
腳趾	goek3<s>zi2
腳尖	goek3<s>zim1
薑茸	goeng1<s>jung4
薑絲	goeng1<s>si1
勥嘴	goeng6<s>zui2
改卷	goi2<s>gyun2
改行	goi2<s>hong4
咯崩	gok3<s>bang1
角尺	gok3<s>cek3
咯噠	gok3<s>daat6
咯噔	gok3<s>dang1
咯當	gok3<s>dong1
咯咯響	gok3<s>gok3<s>hoeng2
咯咯而笑	gok3<s>gok3<s>ji4<s>sliu3
咯咯笑	gok3<s>gok3<s>sliu3
國號	gok3<s>hu6<s>
各有所好	gok3<s>jau5<s>slo2<s>hu3
覺意	gok3<s>ji3
角落頭	gok3<s>lok3<s>tau4
角膜	gok3<s>mok6
覺悟	gok3<s>ng6
覺醒	gok3<s>sling2
國畫	gok3<s>waa2
咯吱	gok3<s>zi1
桷子	gok3<s>zi2
乾嘔	gon1<s>au2
乾杯	gon1<s>bui1
乾燥	gon1<s>cu3
乾脆	gon1<s>cui3
乾粉	gon1<s>fan2
乾風天	gon1<s>fung1<s>tin1
乾果	gon1<s>go2
肝炎	gon1<s>jim4
乾翹翹	gon1<s>keu1<s>keu1
乾涸	gon1<s>kok3
乾撈	gon1<s>lu1
乾撈粉	gon1<s>lu1<s>fan2
乾撈麪	gon1<s>lu1<s>min6
乾擘擘	gon1<s>maak3<s>maak3
乾繃繃	gon1<s>mang1<s>mang1
乾溼	gon1<s>sap1
乾濕	gon1<s>sap1
乾笑	gon1<s>sliu3
乾爽	gon1<s>song2
乾淨	gon1<s>zeng6
干將莫邪	gon1<s>zoeng3<s>mok6<s>je4
杆秤	gon2<s>cing3
杆稱	gon2<s>cing3
趕墟	gon2<s>hyu1
擀麪	gon2<s>min6
幹勁	gon3<s>ging3
幹仗	gon3<s>zoeng3
幹將	gon3<s>zoeng3
光板	gong1<s>baan2
江邊	gong1<s>bin1
缸底	gong1<s>dai2
缸䐁	gong1<s>duk1
鋼鍋	gong1<s>go1
光圈	gong1<s>hyun1
綱要	gong1<s>jiu3
光洋	gong1<s>joeng4
剛強	gong1<s>koeng4
江裏底	gong1<s>li5<s>dai2
江裏頭	gong1<s>li5<s>tau4
光溜	gong1<s>liu1
鋼模	gong1<s>mo1
缸瓦鋪	gong1<s>ngaa5<s>pu3
江山如畫	gong1<s>saan1<s>jyu4<s>waa2
光頭	gong1<s>tau4
光頭佬	gong1<s>tau4<s>lu2
江湖佬	gong1<s>wu4<s>lu2
江鯽	gong1<s>zak1
剛正不阿	gong1<s>zing3<s>bat1<s>o1
講畀聽	gong2<s>bi2<s>teng1
講大話	gong2<s>daai6<s>waa6
廣東省	gong2<s>dung1<s>saang2
講給聽	gong2<s>gai1<s>teng1
講古	gong2<s>gu2
講古仔	gong2<s>gu2<s>zai2
講古崽	gong2<s>gu2<s>zai2
廣告	gong2<s>gu3
講義	gong2<s>ji6
桄榔菜	gong2<s>long4<s>coi3
桄榔芥菜	gong2<s>long4<s>gaai3<s>coi3
講夢話	gong2<s>mung6<s>waa6
講排場	gong2<s>paai4<s>coeng4
講耍笑	gong2<s>saa2<s>sliu3
講笑	gong2<s>sliu3
講數口	gong2<s>su3<s>hau2
講臺	gong2<s>toi4
講話	gong2<s>waa6
廣爲流傳	gong2<s>wai4<s>lau4<s>cyun4
講喳喳	gong2<s>zaa4<s>zaa4
港紙	gong2<s>zi2
降低	gong3<s>dai1
降幅	gong3<s>fuk1
降價	gong3<s>gaa3
降格	gong3<s>gaak3
鋼鋸	gong3<s>gyu3
鋼捲尺	gong3<s>gyun2<s>cek3
降人才	gong3<s>jan4<s>coi4
降雨	gong3<s>jyu5
降級	gong3<s>kap1
降旗	gong3<s>ki4
降臨	gong3<s>lam4
降落	gong3<s>lok6
降生	gong3<s>saang1
鋼線	gong3<s>slin3
降水	gong3<s>sui2
降溫	gong3<s>wan1
降旨	gong3<s>zi2
降職	gong3<s>zik1
割谷	got3<s>guk1
割麥	got3<s>mak6
割捨	got3<s>se2
葛薯	got3<s>syu4
割禾	got3<s>wo4
割隻口	got3<s>zek3<s>hau2
高處不勝寒	gu1<s>cyu3<s>bat1<s>sing3<s>hon4
高低櫃	gu1<s>dai1<s>gwai6
高低拼	gu1<s>dai1<s>peng1
高凳	gu1<s>dang3
高竇	gu1<s>dau3
糕點	gu1<s>dim2
高檔	gu1<s>dong3
高蹻	gu1<s>goek3
呱呱大哭	gu1<s>gu1<s>daai6<s>huk1
呱呱墜地	gu1<s>gu1<s>zui6<s>di6
高櫃	gu1<s>gwai6
高興	gu1<s>hing3
孤寒	gu1<s>hon4
孤寒佬	gu1<s>hon4<s>lu2
姑爺	gu1<s>je4
高要	gu1<s>jiu3
高要縣	gu1<s>jiu3<s>jyun6
高要市	gu1<s>jiu3<s>si5
膏藥	gu1<s>joek6
睪丸	gu1<s>jyun4
高蹺	gu1<s>kiu2
高趫	gu1<s>kiu4
高麗參	gu1<s>lai6<s>sam1
咕哩	gu1<s>li1
高粱	gu1<s>loeng4
高粱梗	gu1<s>loeng4<s>gwaang2
高粱掃	gu1<s>loeng4<s>slu3
姑姥姥	gu1<s>lu5<s>lu5
姑媽	gu1<s>maa1
高嫋嫋	gu1<s>neu4<s>neu4
姑娘	gu1<s>noeng1
姑娘仔	gu1<s>noeng1<s>zai2
姑娘崽	gu1<s>noeng1<s>zai2
高拼	gu1<s>peng1
姑婆	gu1<s>po4
高層層	gu1<s>slang4<s>slang4
姑嫂	gu1<s>slu2
姑仔	gu1<s>zai2
姑崽	gu1<s>zai2
姑姐	gu1<s>ze1
開估	gu2
古板	gu2<s>baan2
古董鋪	gu2<s>dung2<s>pu3
估計	gu2<s>gai3
古舊書店	gu2<s>gau6<s>syu1<s>dim3
縞冠素紕	gu2<s>gun1<s>slu3<s>pi4
古怪	gu2<s>gwaai3
賈客	gu2<s>haak3
賈害	gu2<s>hoi6
賈人	gu2<s>jan4
古月	gu2<s>jyut6
古月粉	gu2<s>jyut6<s>fan2
賈其餘勇	gu2<s>ki4<s>jyu4<s>jung5
賈儈	gu2<s>kwai3
古靈精怪	gu2<s>ling4<s>zing1<s>gwaai3
估量	gu2<s>loeng4
賈馬	gu2<s>maa5
鼓眼	gu2<s>ngen5
古玩	gu2<s>waan2
賈禍	gu2<s>wo6
盬子	gu2<s>zi2
鼓住泡氣	gu2<s>zyu6<s>paau1<s>hi3
鼓住嘴	gu2<s>zyu6<s>zui2
故地重遊	gu3<s>di6<s>cung4<s>jau4
故犯	gu3<s>faan6
顧客	gu3<s>haak3
估衣攤	gu3<s>ji1<s>taan1
故衣攤	gu3<s>ji1<s>taan1
告狀	gu3<s>zong6
癐䧒䧒	gui6<s>laai4<s>laai4
穀倉	guk1<s>cong1
鵠的	guk1<s>dik1
菊花	guk1<s>faa1
穀櫃	guk1<s>gwai6
穀雨	guk1<s>jyu5
穀甲	guk1<s>lep3
穀籠	guk1<s>lung4
穀米	guk1<s>mai5
穀耙	guk1<s>paa4
穀扇	guk1<s>sin3
穀桶	guk1<s>tung2
穀圍	guk1<s>wai4
穀種	guk1<s>zung2
鋦住啖氣	guk1<s>zyu6<s>daam6<s>hi3
曲住腳	guk1<s>zyu6<s>goek3
焗茶	guk6<s>caa4
焗飯	guk6<s>faan6
焗滾水	guk6<s>gwan2<s>sui2
焗開水	guk6<s>hoi1<s>sui2
焗熱	guk6<s>jit6
局長	guk6<s>zoeng2
焗着	guk6<s>zoeƙ2
觀察	gun1<s>caat3
觀測	gun1<s>cak1
棺材	gun1<s>coi4
棺材鋪	gun1<s>coi4<s>pu3
莞草	gun1<s>cu2
觀點	gun1<s>dim2
觀風	gun1<s>fung1
觀感	gun1<s>gaam2
觀過知仁	gun1<s>go3<s>zi1<s>jan4
冠蓋	gun1<s>goi3
觀光	gun1<s>gong1
觀看	gun1<s>hon3
觀音	gun1<s>jam1
觀音菩薩	gun1<s>jam1<s>po4<s>slaat3
冠縣	gun1<s>jyun6
觀禮	gun1<s>lai5
冠脈	gun1<s>mak6
冠冕	gun1<s>min5
觀摩	gun1<s>mo1
觀望	gun1<s>mong6
觀念	gun1<s>nim6
冠心病	gun1<s>slam1<s>beng6
觀賞	gun1<s>soeng2
觀往知來	gun1<s>wong5<s>zi1<s>loi4
冠狀	gun1<s>zong6
冠狀病毒	gun1<s>zong6<s>beng6<s>duk6
管家	gun2<s>gaa1
冠軍	gun3<s>gwan1
冠以	gun3<s>ji5
冠禮	gun3<s>lai5
冠名	gun3<s>meng4
冠山戴粒	gun3<s>saan1<s>daai3<s>nap1
冠上	gun3<s>soeng6
冠絕	gun3<s>zyut6
供不起	gung1<s>bat1<s>hi2
供不應求	gung1<s>bat1<s>jing3<s>kau4
工尺	gung1<s>ce2
工錢	gung1<s>cin4
供稱	gung1<s>cing1
弓長張	gung1<s>coeng4<s>zoeng1
供出	gung1<s>cyut1
供大於求	gung1<s>daai6<s>jyu1<s>kau4
公啲	gung1<s>di1
公姼	gung1<s>di1
供電	gung1<s>din6
公道	gung1<s>du6
供房	gung1<s>fong4
工夫	gung1<s>fu1
供款	gung1<s>fun2
公雞仔	gung1<s>gai1<s>zai2
公雞崽	gung1<s>gai1<s>zai2
公公	gung1<s>gung1
公共汽車	gung1<s>gung6<s>hi3<s>ce1
供人	gung1<s>jan4
工人	gung1<s>jan4
供油	gung1<s>jau4
工友	gung1<s>jau5
供應	gung1<s>jing3
供認	gung1<s>jing6
供養	gung1<s>joeng5
供給	gung1<s>kap1
供求	gung1<s>kau4
供樓	gung1<s>lau4
公兩	gung1<s>loeng2
公驢	gung1<s>lyu4
公馬	gung1<s>maa5
公姥	gung1<s>mu5
供暖	gung1<s>nyun5
公使	gung1<s>sai2
供銷	gung1<s>sliu1
宮商角徵羽	gung1<s>soeng1<s>gok3<s>zi2<s>jyu5
供水	gung1<s>sui2
工頭	gung1<s>tau4
供屋	gung1<s>uk1
公仔	gung1<s>zai2
公崽	gung1<s>zai2
工仔	gung1<s>zai2
工崽	gung1<s>zai2
工資	gung1<s>zi1
公章	gung1<s>zoeng1
供狀	gung1<s>zong6
拱揭	gung2<s>gat6
拱揭佬	gung2<s>gat6<s>lu2
拱腰	gung2<s>jiu1
拱屎窟	gung2<s>si2<s>fat1
拱卒	gung2<s>zat1
供佛	gung3<s>fat6
供奉	gung3<s>fung6
供品	gung3<s>pan2
供神	gung3<s>san4
供神 	gung3<s>san4
𫋐屎蟲	gung3<s>si2<s>cung4
供檯	gung3<s>toi4
供職	gung3<s>zik1
供桌	gung3<s>zoek3
供祖宗	gung3<s>zu2<s>zung1
跫跫聲	gung4<s>gung4<s>seng1
共處	gung6<s>cyu5
瓜分	gwaa1<s>fan1
呱呱叫	gwaa1<s>gwaa1<s>giu3
瓜瓤	gwaa1<s>nong4
瓜皮帽	gwaa1<s>pi4<s>mu6
瓜哂	gwaa1<s>slaai3
瓜子菜	gwaa1<s>zi2<s>coi3
寡公佬	gwaa2<s>gung1<s>lu2
寡廉鮮恥	gwaa2<s>lim4<s>slin2<s>ci2
寡佬	gwaa2<s>lu2
寡母婆	gwaa2<s>mu5<s>po4
掛油瓶	gwaa3<s>jau4<s>ping4
褂笠	gwaa3<s>lap1
掛曆	gwaa3<s>lik6
掛蚊帳	gwaa3<s>man1<s>zoeng3
掛心	gwaa3<s>slam1
掛鐘	gwaa3<s>zung1
掛住	gwaa3<s>zyu6
乖剌	gwaai1<s>laat6
柺棍	gwaai2<s>gwan3
怪圈	gwaai3<s>hyun1
怪之得	gwaai3<s>zi1<s>dak1
關帝廟	gwaan1<s>dai3<s>miu6
綸巾	gwaan1<s>gan1
關口	gwaan1<s>hau2
關卡	gwaan1<s>kaa1
關節	gwaan1<s>zit3
逛街	gwaang6<s>gaai1
瑰寶	gwai1<s>bu2
龜背竹	gwai1<s>bui6<s>zuk1
歸檔	gwai1<s>dong2
歸一	gwai1<s>jat1
傀異	gwai1<s>ji6
傀然	gwai1<s>jin4
傀然獨立	gwai1<s>jin4<s>duk6<s>lap6
傀奇	gwai1<s>ki4
歸宿	gwai1<s>sluk1
傀偉	gwai1<s>wai2
鬼哭狼號	gwai2<s>huk1<s>long4<s>hu4
鬼影幢幢	gwai2<s>jing2<s>cong4<s>cong4
鬼佬	gwai2<s>lu2
鬼馬	gwai2<s>maa5
鬼面殼	gwai2<s>min6<s>hok3
鬼婆	gwai2<s>po4
鬼使神差	gwai2<s>sai2<s>san4<s>caai1
鬼頭蜂	gwai2<s>tau4<s>fung1
鬼頭風	gwai2<s>tau4<s>fung1
鬼魂	gwai2<s>wan4
鬼魂啊失	gwai2<s>wan4<s>aa1<s>sat1
鬼魂啊折	gwai2<s>wan4<s>aa1<s>sit6
鬼魂都失	gwai2<s>wan4<s>du1<s>sat1
鬼魂都折	gwai2<s>wan4<s>du1<s>sit6
鬼魂失	gwai2<s>wan4<s>sat1
鬼仔	gwai2<s>zai2
鬼崽	gwai2<s>zai2
鬼節	gwai2<s>zit3
貴得滯	gwai3
貴賓	gwai3<s>ban1
貴重	gwai3<s>cung5
桂花	gwai3<s>faa1
桂花魚	gwai3<s>faa1<s>jyu4
鱖魚	gwai3<s>jyu4
桂圓	gwai3<s>jyun4
桂皮	gwai3<s>pi4
季節	gwai3<s>zit3
櫃檯	gwai6<s>toi4
櫃桶	gwai6<s>tung2
軍號	gwan1<s>hu6
軍棋	gwan1<s>ki4
軍艦	gwan1<s>laam6
筠連	gwan1<s>lin4
筠連縣	gwan1<s>lin4<s>jyun6
龜裂	gwan1<s>lit6
軍佬	gwan1<s>lu2
軍帽	gwan1<s>mu6
滾車鈴	gwan2<s>ce1<s>ling1
滾出	gwan2<s>cyut1
滾攪	gwan2<s>gaau2
滾㗾㗾	gwan2<s>hoe4<s>hoe4
滾水	gwan2<s>sui2
滾水熝腳	gwan2<s>sui2<s>luk1<s>goek3
滾湯	gwan2<s>tong1
滾喳喳	gwan2<s>zaa4<s>zaa4
滾䠡䠡	gwan2<s>zo4<s>zo4
𧥺	gwan3
𧥺脤	gwan3<s>san5
骨罌	gwat1<s>aang1
骨丁	gwat1<s>deng1
骨灰	gwat1<s>fui1
骨骸	gwat1<s>haai4
骨絲	gwat1<s>si1
骨掃	gwat1<s>slu3
骨蒜	gwat1<s>slyun3
骨梳	gwat1<s>so1
骨斷	gwat1<s>tyun5
骨節	gwat1<s>zit3
掘地	gwat6<s>di6
屈䐁巷	gwat6<s>duk1<s>hong2
倔強	gwat6<s>koeng5
屈律出	gwat6<s>loet1<s>coet1
屈頭褲	gwat6<s>tau4<s>fu3
屈頭屈腦	gwat6<s>tau4<s>gwat6<s>nu5
屈袖衫	gwat6<s>zau6<s>saam1
關燈	gwen1<s>dang1
關門	gwen1<s>mun4
刮刮	gwet1<s>gwet1
刮布	gwet3<s>bu3
刮麻凳	gwet3<s>maa4<s>dang3
刮面	gwet3<s>min6
刮痧	gwet3<s>saa1
刮鬚	gwet3<s>slu1
居居	gyu1<s>gyu1
舉重	gyu2<s>cung5
舉重若輕	gyu2<s>cung5<s>joek6<s>heng1
舉手	gyu2<s>sau2
句讀	gyu3<s>dau6
句號	gyu3<s>hu6
倨傲鮮腆	gyu3<s>ngu6<s>slin2<s>dim2
捲粉	gyun2<s>fan2
捲筒白	gyun2<s>tung4<s>baak6
捲筒青	gyun2<s>tung4<s>ceng1
捲筒粉	gyun2<s>tung4<s>fan2
圈肥	gyun3<s>fi4
圈養	gyun3<s>joeng5
圈檻	gyun3<s>laam6
圈牢	gyun3<s>lu4
哈巴狗	haa1<s>baa1<s>gau2
蝦蛋	haa1<s>daan6
蝦公	haa1<s>gung1
蝦仁	haa1<s>jan4
蝦肉	haa1<s>juk6
蝦肉色	haa1<s>juk6<s>sik1
蝦鉗草	haa1<s>kem4<s>cu2
哈喇	haa1<s>laat3
蝦米	haa1<s>mai5
蝦眼水	haa1<s>ngen5<s>sui2
蝦皮	haa1<s>pi4
蝦子	haa1<s>zi2
蛤蟆	haa4<s>maa4
蝦蟆	haa4<s>maa4
下不着地	haa6<s>bat1<s>zoek6<s>di6
下不著地	haa6<s>bat1<s>zoek6<s>di6
下半夜	haa6<s>bun3<s>je6
下半晚	haa6<s>bun3<s>maan5
下半年	haa6<s>bun3<s>nin4
下低	haa6<s>dai1
下胛	haa6<s>gaap3
下個月	haa6<s>go3<s>jyut6
下降	haa6<s>gong3
下陰入調	haa6<s>jam1<s>jap6<s>diu6
下陽入調	haa6<s>joeng4<s>jap6<s>diu6
下面	haa6<s>min2
下午	haa6<s>ng5
下巴	haa6<s>paa4
下巴鬚	haa6<s>paa4<s>slu1
夏收	haa6<s>sau1
夏收夏種	haa6<s>sau1<s>haa6<s>zung3
下乘	haa6<s>sing6
下水	haa6<s>sui2
夏天	haa6<s>tin1
下晝	haa6<s>zau3
下隻月	haa6<s>zek3<s>jyut6
夏至	haa6<s>zi3
揩油水	haai1<s>jau4<s>sui2
開陽	haai1<s>joeng4
鞋拔	haai4<s>baat6
鞋抽	haai4<s>cau1
鞋帶	haai4<s>daai3
鞋底	haai4<s>dai2
鞋底針	haai4<s>dai2<s>zam1
鞋釘	haai4<s>deng1
鞋櫃	haai4<s>gwai6
鞋楦	haai4<s>hyun3
鞋㬹	haai4<s>zaang1
鞋踭	haai4<s>zaang1
蟹膏	haai5<s>gu1
蟹肉	haai5<s>juk6
蟹黃	haai5<s>wong4
解縣	haai6<s>jyun6
解數	haai6<s>su3
解州	haai6<s>zau1
喀布爾	haak3<s>bu3<s>ji5
喀秋莎	haak3<s>cau1<s>saa1
客氣	haak3<s>hi3
客人	haak3<s>jan4
嚇一跳	haak3<s>jat1<s>tiu3
喀爾巴阡山脈	haak3<s>ji5<s>baa1<s>cin1<s>saan1<s>mak6
喀喇沁	haak3<s>laa1<s>sam3
喀拉喀托火山	haak3<s>laai1<s>haak3<s>tok3<s>fo2<s>saan1
喀拉汗國	haak3<s>laai1<s>hon6<s>gok3
喀拉拉邦	haak3<s>laai1<s>laai1<s>bong1
喀麥隆	haak3<s>mak6<s>lung4
喀山	haak3<s>saan1
喀什	haak3<s>sap6
喀什地區	haak3<s>sap6<s>di6<s>kyu1
喀什噶爾	haak3<s>sap6<s>gaa1<s>ji5
喀什市	haak3<s>sap6<s>si5
喀土穆	haak3<s>tu2<s>muk6
客棧	haak3<s>zaan2
嚇着	haak3<s>zoek6
慳錢	haan1<s>cin4
坑溝	haang1<s>gau1
行親戚	haang4<s>can1<s>cik1
行出外底去	haang4<s>cyut1<s>ngoi6<s>dai2<s>hyu3
行返轉頭	haang4<s>faan1<s>zyun3<s>tau4
行街	haang4<s>gaai1
行過東便去	haang4<s>go3<s>dung1<s>bin6<s>hyu3
行過西便去	haang4<s>go3<s>slai1<s>bin6<s>hyu3
行下	haang4<s>haa5
行行	haang4<s>haang4
行開	haang4<s>hoi1
行落裏頭去	haang4<s>lok6<s>li5<s>tau4<s>hyu3
行路	haang4<s>lu6
行萬里路	haang4<s>maan6<s>li5<s>lu6
行哂	haang4<s>slaai3
行運	haang4<s>wan6
行回頭	haang4<s>wui4<s>tau4
行喳喳	haang4<s>zaa4<s>zaa4
行噌噌	haang4<s>zang4<s>zang4
行䠡䠡	haang4<s>zo4<s>zo4
𫈰草	haap6<s>cu2
瞎咧咧	haat3<s>le1<s>le1
哮喘	haau1<s>cyun2
敲算盤	haau1<s>slyun3<s>pun4
考場	haau2<s>coeng4
考得	haau2<s>dak1
巧婦難爲無米之炊	haau2<s>fu6<s>naan4<s>wai4<s>mu4<s>mai5<s>zi1<s>cui1
考核	haau2<s>hat6
𥬯䇭	haau2<s>lu5
考冇上	haau2<s>mu5<s>soeng5
考上	haau2<s>soeng5
孝服	haau3<s>fuk6
孝巾	haau3<s>gan1
孝帽	haau3<s>mu6
孝孫	haau3<s>slyun1
孝杖	haau3<s>zoeng6
校車	haau6<s>ce1
校草	haau6<s>cu2
校花	haau6<s>faa1
校服	haau6<s>fuk6
校風	haau6<s>fung1
校刊	haau6<s>hon2
校友	haau6<s>jau5
校園	haau6<s>jyun4
校規	haau6<s>kwai1
校舍	haau6<s>se3
校章	haau6<s>zoeng1
校長	haau6<s>zoeng2
㞓屄	hai1<s>be1
㞓屄窿	hai1<s>be1<s>lung1
㞓㞓聲	hai1<s>hai1<s>seng1
㞓魂	hai1<s>wan4
㞓魂失	hai1<s>wan4<s>sat1
喺啲	hai2<s>di1
喺個	hai2<s>go3
蹊徑	hai4<s>ging3
係一係	hai6<s>aa1<s>hai6
黑白相間	hak1<s>baak6<s>sloeng1<s>gaan3
黑板	hak1<s>baan2
黑板擦	hak1<s>baan2<s>caat3
黑燈	hak1<s>dang1
黑豆	hak1<s>dau6
黑豆芽	hak1<s>dau6<s>ngaa4
黑飯豆	hak1<s>faan6<s>dau6
黑飯葉	hak1<s>faan6<s>jip6
烏飯木	hak1<s>faan6<s>muk6
黑飯樹	hak1<s>faan6<s>syu6
黑頸	hak1<s>geng2
黑瓜子	hak1<s>gwaa1<s>zi2
可汗	hak1<s>hon4
黑肉雞	hak1<s>juk6<s>gai1
黑肉蔗	hak1<s>juk6<s>ze3
黑欖	hak1<s>laam2
黑涼粉	hak1<s>loeng4<s>fan2
黑嘛嘛	hak1<s>maa1<s>maa1
黑米	hak1<s>mai5
黑米醋	hak1<s>mai5<s>cu3
烏米木	hak1<s>mai5<s>muk6
黑墨草	hak1<s>mak6<s>cu2
黑腩	hak1<s>naam5
黑蟻	hak1<s>ngai5
黑眼鏡	hak1<s>ngen5<s>geng3
黑眼核	hak1<s>ngen5<s>wat6
黑糯	hak1<s>no6
黑塌塌	hak1<s>taat3<s>taat3
黑胡椒	hak1<s>wu4<s>ziu1
黑蔗	hak1<s>ze3
黑芝麻	hak1<s>zi1<s>maa4
黑棗	hak1<s>zu2
欽天監	ham1<s>tin1<s>gaam3
唅唅	ham4<s>ham4
含住眼淚	ham4<s>zyu6<s>ngen5<s>lui6
冚唪唥	ham6<s>bang6<s>lang6
齦骨頭	han2<s>gwat1<s>tau4
很好	han2<s>hu2
齦書	han2<s>syu1
齦書本	han2<s>syu1<s>bun2
睏戾頸	han3<s>lai2<s>geng1
痕入骨	han4<s>jap6<s>gwat1
哼哧	hang1<s>ci1
哼唱	hang1<s>coeng3
哼歌	hang1<s>go1
哼哈	hang1<s>haa1
哼哈二將	hang1<s>haa1<s>ji6<s>zoeng3
哼哼唧唧	hang1<s>hang1<s>zik1<s>zik1
哼唷	hang1<s>jo1
吭聲	hang1<s>seng1
哼聲	hang1<s>seng1
哼唧	hang1<s>zik1
肯定	hang2<s>ding6
行程	hang4<s>cing4
行草	hang4<s>cu2
行動	hang4<s>dung6
行賄	hang4<s>fui2
行徑	hang4<s>ging3
行宮	hang4<s>gung1
行軍	hang4<s>gwan1
行人	hang4<s>jan4
行醫	hang4<s>ji1
行刑	hang4<s>jing4
行營	hang4<s>jing4
行轅	hang4<s>jyun4
行期	hang4<s>ki4
行禮	hang4<s>lai5
行李	hang4<s>li5
行令	hang4<s>ling6
行獵	hang4<s>lip6
衡量	hang4<s>loeng6
行樂	hang4<s>lok6
行旅	hang4<s>lyu5
行文	hang4<s>man4
行囊	hang4<s>nong4
行騙	hang4<s>pin3
行聘	hang4<s>ping3
行省	hang4<s>saang2
行駛	hang4<s>sai2
行屍走肉	hang4<s>si1<s>zau2<s>juk6
行時	hang4<s>si4
行色	hang4<s>sik1
行善	hang4<s>sin6
行星	hang4<s>sling1
行商	hang4<s>soeng1
行書	hang4<s>syu1
行爲	hang4<s>wai4
行雲流水	hang4<s>wan4<s>lau4<s>sui2
行走	hang4<s>zau2
行酒	hang4<s>zau2
行酒令	hang4<s>zau2<s>ling6
行者	hang4<s>ze2
行止	hang4<s>zi2
行政	hang4<s>zing3
行將	hang4<s>zoeng1
行將就木	hang4<s>zoeng1<s>zau6<s>muk6
行裝	hang4<s>zong1
行蹤	hang4<s>zung1
幸得	hang6<s>dak1
杏仁	hang6<s>jan4
杏仁酪	hang6<s>jan4<s>lu6
杏仁露	hang6<s>jan4<s>lu6
杏仁糊	hang6<s>jan4<s>wu4
杏脯	hang6<s>pu2<s>
杏核	hang6<s>wat6
𧬈	hap1
瞌一覺	hap1<s>aa1<s>geu3
瞌一瞌	hap1<s>aa1<s>hap1
瞌𥅻	hap1<s>cung3
瞌眼睏	hap1<s>ngen5<s>han3
磕頭	hap1<s>tau4
恰當	hap3<s>dong3
合葉	hap6<s>jip6
合作無間	hap6<s>zok3<s>mu4<s>gaan3
合縱	hap6<s>zung6
乞兒	hat1<s>ji1
核查	hat6<s>caa4
核裁軍	hat6<s>coi4<s>gwan1
核彈	hat6<s>daan6
核電站	hat6<s>din6<s>zaam6
核定	hat6<s>ding6
核對	hat6<s>dui3
核動力	hat6<s>dung6<s>lik6
核反應堆	hat6<s>faan2<s>jing3<s>dui1
核武器	hat6<s>mu5<s>hi3
核能	hat6<s>nang4
核實	hat6<s>sat6
核心	hat6<s>slam1
核酸	hat6<s>slyun1
核算	hat6<s>slyun3
核桃	hat6<s>tu4
核桃酪	hat6<s>tu4<s>lu6
核桃露	hat6<s>tu4<s>lu6
口臭	hau2<s>cau3
口齒	hau2<s>ci2
口吃	hau2<s>gat1
口供	hau2<s>gung1
口號	hau2<s>hu6
口碼	hau2<s>maa5
口脣	hau2<s>san4
口舌便給	hau2<s>sit6<s>pin4<s>kap1
口水	hau2<s>sui2
口水褸	hau2<s>sui2<s>lau1
口淡	hau2<s>taam5
口盅	hau2<s>zung1
喉急	hau4<s>gap1
喉欖	hau4<s>laam2
喉嚨	hau4<s>lung4
喉嚨椗	hau4<s>lung4<s>deng3
厚突突	hau5<s>dat6<s>dat6
厚笠	hau5<s>lap1
厚皮菜	hau5<s>pi6<s>coi3
後爸	hau6<s>baa1
後背	hau6<s>bui3
後底	hau6<s>dai2
後底乸	hau6<s>dai2<s>naa2
後胛	hau6<s>gaap3
後頸窩	hau6<s>geng2<s>wo1
後腳	hau6<s>goek3
後股枕	hau6<s>gu2<s>zam2
後日	hau6<s>jat6
後來居上	hau6<s>loi4<s>gyu1<s>soeng6
後老竇	hau6<s>lu5<s>dau6
後媽	hau6<s>maa1
後尾	hau6<s>mi5
後門	hau6<s>mun4
後乸	hau6<s>naa2
後年	hau6<s>nin4
後排	hau6<s>paai4
後生哥	hau6<s>saang1<s>go1
後生妹	hau6<s>saang1<s>mui1
後生女	hau6<s>saang1<s>nyu2
後生仔	hau6<s>saang1<s>zai2
後生崽	hau6<s>saang1<s>zai2
後腿肉	hau6<s>tui2<s>juk6
吃嗆	hek3<s>coeng1
吃飯	hek3<s>faan6
吃飯嗆着	hek3<s>faan6<s>coeng1<s>zoek6
吃着不盡	hek3<s>zoek3<s>bat1<s>zan6
吃著不盡	hek3<s>zoek3<s>bat1<s>zan6
喊價	hem3<s>gaa3
喊呱呱	hem3<s>gwaa1<s>gwaa1
喊做	hem3<s>zu3
鹹菜	hem4<s>coi3
鹹蛋	hem4<s>daan6
鹹肉	hem4<s>juk6
鹹魚	hem4<s>jyu4
鹹魚翻身	hem4<s>jyu4<s>faan1<s>san1
鹹赧赧	hem4<s>naan3<s>naan3
鹹溼	hem4<s>sap1
鹹溼公	hem4<s>sap1<s>gung1
慳下	hen1<s>haa5
蜆殼	hen2<s>hok3
蜆肉	hen2<s>juk6
閒日	hen4<s>jat6
閒時	hen4<s>si4
輕秤	heng1<s>cing3
輕重	heng1<s>cung5
輕騎	heng1<s>gi6
輕騎兵	heng1<s>ke4<s>bing1
輕鬆	heng1<s>slung1
翹屎窟	heu1<s>si2<s>fat1
姣婆	heu4<s>po4
姣思扽䐁	heu4<s>si1<s>dan3<s>duk1
姣屯屯	heu4<s>tan4<s>tan4
戲班佬	hi1<s>baan1<s>lu2
